category_id,category_title,category_thai,conversation_id,conversation_no,conversation_title,line_no,speaker,english,thai
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,2,B,Sure. Here it is.,ได้ นี่ครับ/ค่ะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,3,A,Where are you flying today?,วันนี้คุณบินไปที่ไหน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,4,B,I’m flying to Singapore.,ฉันบินไปสิงคโปร์
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,5,A,How many bags are you checking in?,โหลดกระเป๋ากี่ใบ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,6,B,Just one bag.,แค่หนึ่งใบ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,7,A,Your flight leaves at ten thirty.,เที่ยวบินของคุณออกเวลา 10:30
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,8,B,Is it on time?,ตรงเวลาไหม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,9,A,"Yes, it is on time.",ใช่ ตรงเวลา
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_01_at-the-airport,1,At the Airport,10,B,Great. Thank you.,ดีมาก ขอบคุณ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,1,A,Welcome to our hotel. Do you have a reservation?,ยินดีต้อนรับสู่โรงแรมของเรา คุณมีการจองไหม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,2,B,"Yes, I booked a room online.",มี ฉันจองห้องออนไลน์ไว้
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,3,A,"May I have your name, please?",ขอทราบชื่อได้ไหมครับ/คะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,4,B,My name is Team.,ฉันชื่อทีม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,5,A,I found your reservation.,พบการจองของคุณแล้ว
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,6,B,Great. What time is breakfast?,ดีมาก อาหารเช้ากี่โมง
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,7,A,Breakfast is from six to ten.,อาหารเช้าเริ่มหกโมงถึงสิบโมง
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,8,B,Thank you. Where is the elevator?,ขอบคุณ ลิฟต์อยู่ที่ไหน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,9,A,It is on your right.,อยู่ทางขวามือครับ/ค่ะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_02_hotel-check-in,2,Hotel Check-in,10,B,Thanks for your help.,ขอบคุณที่ช่วยนะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,1,A,Excuse me. Where is the train station?,ขอโทษครับ/ค่ะ สถานีรถไฟอยู่ที่ไหน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,2,B,It is about ten minutes from here.,อยู่ห่างจากที่นี่ประมาณสิบนาที
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,3,A,Can I walk there?,เดินไปได้ไหม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,4,B,"Yes, go straight and turn left.",ได้ เดินตรงไปแล้วเลี้ยวซ้าย
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,5,A,Is it near the mall?,อยู่ใกล้ห้างไหม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,6,B,"Yes, it is next to the mall.",ใช่ อยู่ข้างห้าง
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,7,A,Can you show me on the map?,ช่วยชี้ให้ดูบนแผนที่ได้ไหม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,8,B,"Sure. You are here, and the station is here.",ได้ คุณอยู่ตรงนี้ และสถานีอยู่ตรงนี้
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,9,A,Thank you so much.,ขอบคุณมาก
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_03_asking-directions,3,Asking Directions,10,B,You’re welcome. Have a safe trip.,ยินดี เดินทางปลอดภัยนะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,1,A,Where would you like to go?,ต้องการไปที่ไหนครับ/คะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,2,B,I need to go to my hotel.,ฉันต้องการไปโรงแรม
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,3,A,What is the hotel name?,โรงแรมชื่ออะไร
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,4,B,It is City Center Hotel.,ชื่อ City Center Hotel
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,5,A,It will take about thirty minutes.,ใช้เวลาประมาณสามสิบนาที
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,6,B,How much will it cost?,ราคาประมาณเท่าไหร่
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,7,A,Around 300 baht.,ประมาณ 300 บาท
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,8,B,That’s fine. Please use the meter.,ได้ครับ/ค่ะ กรุณากดมิเตอร์นะ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,9,A,Of course.,แน่นอน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_04_taxi,4,Taxi,10,B,Thank you.,ขอบคุณ
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,1,A,Where do you want to go this weekend?,สุดสัปดาห์นี้อยากไปไหน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,2,B,I want to go to Chiang Mai.,ฉันอยากไปเชียงใหม่
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,3,A,How will you get there?,จะไปอย่างไร
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,4,B,I will take a flight.,ฉันจะขึ้นเครื่องบิน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,5,A,How long will you stay?,จะพักนานแค่ไหน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,6,B,Three days and two nights.,สามวันสองคืน
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,7,A,Have you booked a hotel?,จองโรงแรมหรือยัง
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,8,B,Not yet. I will book one tonight.,ยังเลย ฉันจะจองคืนนี้
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,9,A,Sounds like a fun trip.,ฟังดูเป็นทริปที่สนุก
travel,Travel,การเดินทาง/ท่องเที่ยว,travel_05_travel-plan,5,Travel Plan,10,B,I’m excited.,ฉันตื่นเต้นมาก
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,1,A,Good morning. What are you working on today?,สวัสดีตอนเช้า วันนี้คุณทำงานอะไร
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,2,B,I’m working on the weekly report.,ฉันกำลังทำรายงานประจำสัปดาห์
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,3,A,When is the deadline?,กำหนดส่งเมื่อไหร่
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,4,B,It is due this afternoon.,ต้องส่งบ่ายนี้
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,5,A,Do you need any help?,ต้องการให้ช่วยไหม
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,6,B,"Yes, can you check the numbers?",ต้องการ ช่วยตรวจตัวเลขให้หน่อยได้ไหม
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,7,A,Sure. Send me the file.,ได้ ส่งไฟล์มาให้ฉัน
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,8,B,I’ll send it now.,ฉันจะส่งตอนนี้
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,9,A,Great. Let’s finish it before lunch.,ดีมาก ทำให้เสร็จก่อนเที่ยงกัน
work,Work,การทำงาน,work_01_starting-work,1,Starting Work,10,B,Sounds good.,ดีเลย
work,Work,การทำงาน,work_02_meeting,2,Meeting,1,A,Do we have a meeting today?,วันนี้เรามีประชุมไหม
work,Work,การทำงาน,work_02_meeting,2,Meeting,2,B,"Yes, at two o’clock.",มี ตอนบ่ายสอง
work,Work,การทำงาน,work_02_meeting,2,Meeting,3,A,What is the meeting about?,ประชุมเรื่องอะไร
work,Work,การทำงาน,work_02_meeting,2,Meeting,4,B,It is about the new campaign.,เกี่ยวกับแคมเปญใหม่
work,Work,การทำงาน,work_02_meeting,2,Meeting,5,A,Do I need to prepare anything?,ฉันต้องเตรียมอะไรไหม
work,Work,การทำงาน,work_02_meeting,2,Meeting,6,B,Please prepare your content ideas.,กรุณาเตรียมไอเดียคอนเทนต์
work,Work,การทำงาน,work_02_meeting,2,Meeting,7,A,"Okay, I have a few ideas already.",โอเค ฉันมีไอเดียบางส่วนแล้ว
work,Work,การทำงาน,work_02_meeting,2,Meeting,8,B,Great. We can discuss them later.,ดีมาก เดี๋ยวคุยกันทีหลัง
work,Work,การทำงาน,work_02_meeting,2,Meeting,9,A,I’ll bring my notes.,ฉันจะเอาโน้ตไปด้วย
work,Work,การทำงาน,work_02_meeting,2,Meeting,10,B,Perfect.,ดีมาก
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,1,A,Can you help me with this task?,ช่วยงานนี้หน่อยได้ไหม
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,2,B,Sure. What do you need?,ได้ ต้องการอะไร
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,3,A,I don’t understand this part.,ฉันไม่เข้าใจส่วนนี้
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,4,B,Let me take a look.,ขอฉันดูหน่อย
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,5,A,Thank you. I’m still learning.,ขอบคุณ ฉันยังเรียนรู้อยู่
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,6,B,No problem. Everyone starts somewhere.,ไม่เป็นไร ทุกคนเริ่มจากจุดหนึ่งเหมือนกัน
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,7,A,Can you explain it slowly?,ช่วยอธิบายช้า ๆ ได้ไหม
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,8,B,"Of course. First, open this file.",ได้แน่นอน ขั้นแรกเปิดไฟล์นี้
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,9,A,"Okay, I see it now.",โอเค ตอนนี้ฉันเห็นแล้ว
work,Work,การทำงาน,work_03_asking-for-help,3,Asking for Help,10,B,Good. Now follow these steps.,ดี ตอนนี้ทำตามขั้นตอนเหล่านี้
work,Work,การทำงาน,work_04_feedback,4,Feedback,1,A,Can I get your feedback on this design?,ขอคำติชมเกี่ยวกับดีไซน์นี้ได้ไหม
work,Work,การทำงาน,work_04_feedback,4,Feedback,2,B,"Sure. Overall, it looks clean.",ได้ โดยรวมดูสะอาดดี
work,Work,การทำงาน,work_04_feedback,4,Feedback,3,A,What should I improve?,ควรปรับปรุงอะไร
work,Work,การทำงาน,work_04_feedback,4,Feedback,4,B,The headline should be bigger.,หัวข้อควรใหญ่ขึ้น
work,Work,การทำงาน,work_04_feedback,4,Feedback,5,A,That makes sense.,เข้าใจเลย
work,Work,การทำงาน,work_04_feedback,4,Feedback,6,B,"Also, add more space between the sections.",และเพิ่มช่องว่างระหว่างแต่ละส่วน
work,Work,การทำงาน,work_04_feedback,4,Feedback,7,A,"Okay, I’ll adjust it.",โอเค ฉันจะปรับ
work,Work,การทำงาน,work_04_feedback,4,Feedback,8,B,You’re doing well.,คุณทำได้ดีแล้ว
work,Work,การทำงาน,work_04_feedback,4,Feedback,9,A,Thanks. Your feedback helps a lot.,ขอบคุณ คำติชมของคุณช่วยได้มาก
work,Work,การทำงาน,work_04_feedback,4,Feedback,10,B,You’re welcome.,ยินดี
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,1,A,Are you finished for today?,วันนี้ทำงานเสร็จหรือยัง
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,2,B,Almost. I need to send one more email.,เกือบแล้ว ต้องส่งอีเมลอีกหนึ่งฉบับ
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,3,A,Was it a busy day?,วันนี้ยุ่งไหม
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,4,B,"Yes, but it was productive.",ยุ่ง แต่ทำงานได้เยอะ
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,5,A,That’s good.,ดีเลย
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,6,B,How about you?,แล้วคุณล่ะ
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,7,A,I finished my main tasks.,ฉันทำงานหลักเสร็จแล้ว
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,8,B,Great. Let’s go home soon.,ดีมาก กลับบ้านกันเถอะ
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,9,A,"Yes, we deserve some rest.",ใช่ เราสมควรได้พัก
work,Work,การทำงาน,work_05_end-of-day,5,End of Day,10,B,Absolutely.,แน่นอน
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,1,A,"Hi, are you available now?",สวัสดี ตอนนี้ว่างไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,2,B,"Yes, I’m available.",ว่างอยู่
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,3,A,Can I ask you something?,ขอถามอะไรหน่อยได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,4,B,Sure. What is it?,ได้เลย เรื่องอะไร
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,5,A,I need help with my website.,ฉันต้องการความช่วยเหลือเรื่องเว็บไซต์
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,6,B,Okay. What problem do you have?,โอเค มีปัญหาอะไร
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,7,A,The button does not work.,ปุ่มกดใช้งานไม่ได้
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,8,B,Can you send me a screenshot?,ส่งภาพหน้าจอให้หน่อยได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,9,A,"Yes, I’ll send it now.",ได้ ฉันจะส่งตอนนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_01_starting-a-chat,1,Starting a Chat,10,B,Thanks. I’ll check it.,ขอบคุณ เดี๋ยวฉันตรวจดู
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,1,A,Sorry for the late reply.,ขอโทษที่ตอบช้า
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,2,B,No worries.,ไม่เป็นไร
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,3,A,I was in a meeting.,ฉันติดประชุมอยู่
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,4,B,That’s okay. Did you see my message?,ไม่เป็นไร เห็นข้อความของฉันไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,5,A,"Yes, I just read it.",เห็นแล้ว เพิ่งอ่านเมื่อกี้
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,6,B,Can you confirm the time?,ช่วยยืนยันเวลาได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,7,A,"Yes, the meeting is at 3 p.m.",ได้ ประชุมตอนบ่ายสาม
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,8,B,Great. I’ll be there.,ดีมาก ฉันจะไป
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,9,A,Thanks for confirming.,ขอบคุณที่ยืนยัน
online-chat,Online Chat,แชตออนไลน์,online-chat_02_late-reply,2,Late Reply,10,B,You’re welcome.,ยินดี
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,1,A,Can you send me the file?,ส่งไฟล์ให้ฉันได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,2,B,Sure. I’ll attach it here.,ได้ เดี๋ยวแนบไฟล์ตรงนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,3,A,Thank you.,ขอบคุณ
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,4,B,Please check if you can open it.,ลองเช็กว่าคุณเปิดได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,5,A,I can open it.,เปิดได้
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,6,B,Great. Do you need anything else?,ดีมาก ต้องการอะไรเพิ่มไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,7,A,Can you also send the link?,ส่งลิงก์ให้ด้วยได้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,8,B,"Yes, here is the link.",ได้ นี่คือลิงก์
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,9,A,Perfect. Thanks a lot.,เยี่ยมมาก ขอบคุณมาก
online-chat,Online Chat,แชตออนไลน์,online-chat_03_sending-a-file,3,Sending a File,10,B,Anytime.,ได้เสมอ
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,1,A,I don’t understand this message.,ฉันไม่เข้าใจข้อความนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,2,B,Which part is confusing?,ส่วนไหนที่ทำให้งง
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,3,A,The deadline is not clear.,กำหนดส่งไม่ชัดเจน
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,4,B,It means we need to finish it by Friday.,หมายถึงเราต้องทำให้เสร็จภายในวันศุกร์
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,5,A,"Oh, I understand now.",อ๋อ ตอนนี้เข้าใจแล้ว
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,6,B,Do you want me to write it more clearly?,อยากให้ฉันเขียนให้ชัดกว่านี้ไหม
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,7,A,"Yes, that would help.",ใช่ จะช่วยได้มาก
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,8,B,"Okay, I’ll update the message.",โอเค เดี๋ยวฉันอัปเดตข้อความ
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,9,A,Thanks for explaining.,ขอบคุณที่อธิบาย
online-chat,Online Chat,แชตออนไลน์,online-chat_04_clarifying,4,Clarifying,10,B,No problem.,ไม่เป็นไร
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,1,A,Thanks for your help today.,ขอบคุณที่ช่วยวันนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,2,B,You’re welcome. Glad I could help.,ยินดี ดีใจที่ช่วยได้
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,3,A,I’ll update you tomorrow.,ฉันจะอัปเดตให้พรุ่งนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,4,B,Sounds good.,ดีเลย
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,5,A,Please message me if anything changes.,ถ้ามีอะไรเปลี่ยนแปลง ส่งข้อความมาบอกนะ
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,6,B,"Sure, I will.",ได้เลย
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,7,A,Have a good night.,ขอให้เป็นคืนที่ดี
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,8,B,You too.,คุณก็เช่นกัน
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,9,A,Talk to you tomorrow.,คุยกันพรุ่งนี้
online-chat,Online Chat,แชตออนไลน์,online-chat_05_ending-a-chat,5,Ending a Chat,10,B,See you tomorrow.,เจอกันพรุ่งนี้
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,1,A,Are you going to the gym today?,วันนี้จะไปยิมไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,2,B,"Yes, I’m training chest and shoulders.",ไป ฉันจะเล่นอกกับไหล่
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,3,A,What time will you go?,จะไปกี่โมง
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,4,B,Around six in the evening.,ประมาณหกโมงเย็น
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,5,A,Do you warm up first?,คุณวอร์มก่อนใช่ไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,6,B,"Yes, I always warm up.",ใช่ ฉันวอร์มเสมอ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,7,A,That helps prevent injuries.,นั่นช่วยป้องกันการบาดเจ็บ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,8,B,Exactly. I want to train safely.,ใช่เลย ฉันอยากซ้อมอย่างปลอดภัย
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,9,A,Have a good workout.,ขอให้ออกกำลังกายได้ดีนะ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_01_gym-plan,1,Gym Plan,10,B,Thanks. I’ll do my best.,ขอบคุณ ฉันจะทำให้ดีที่สุด
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,1,A,What is your fitness goal?,เป้าหมายฟิตเนสของคุณคืออะไร
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,2,B,I want to lose fat and build muscle.,ฉันอยากลดไขมันและสร้างกล้ามเนื้อ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,3,A,That is a strong goal.,เป็นเป้าหมายที่ดีมาก
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,4,B,"Yes, but it takes time.",ใช่ แต่มันต้องใช้เวลา
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,5,A,Do you track your calories?,คุณนับแคลอรีไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,6,B,"Yes, I try to track them every day.",นับ ฉันพยายามนับทุกวัน
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,7,A,Do you eat enough protein?,คุณกินโปรตีนพอไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,8,B,I try to eat protein every meal.,ฉันพยายามกินโปรตีนทุกมื้อ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,9,A,That will help your progress.,นั่นจะช่วยให้คุณพัฒนา
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_02_fitness-goal,2,Fitness Goal,10,B,I hope so.,หวังว่าจะเป็นแบบนั้น
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,1,A,Do you do cardio?,คุณทำคาร์ดิโอไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,2,B,"Yes, I walk for forty minutes.",ทำ ฉันเดินสี่สิบนาที
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,3,A,How many times a week?,สัปดาห์ละกี่ครั้ง
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,4,B,About five times a week.,ประมาณสัปดาห์ละห้าครั้ง
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,5,A,That is good for your heart.,ดีต่อหัวใจนะ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,6,B,"Yes, and it helps me burn calories.",ใช่ และช่วยเผาผลาญแคลอรี
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,7,A,Do you do it before or after weight training?,ทำก่อนหรือหลังเล่นเวท
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,8,B,Usually after weight training.,ปกติทำหลังเล่นเวท
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,9,A,That sounds like a good routine.,ฟังดูเป็นตารางที่ดี
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_03_cardio,3,Cardio,10,B,Thanks. I’m trying to stay consistent.,ขอบคุณ ฉันพยายามทำให้สม่ำเสมอ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,1,A,Do you have a rest day?,คุณมีวันพักไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,2,B,"Yes, I rest one or two days a week.",มี ฉันพักสัปดาห์ละหนึ่งถึงสองวัน
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,3,A,That is important.,นั่นสำคัญนะ
